parking_yard_id,capacity,occcupancy,last_update
BHMEURBRD01,470,401,11/17/2016 15:30
BHMEURBRD01,470,371,11/17/2016 15:58
BHMEURBRD01,470,326,11/17/2016 16:31
BHMEURBRD01,470,160,11/18/2016 8:01
BHMEURBRD01,470,160,11/18/2016 8:01
BHMEURBRD01,470,219,11/18/2016 8:27
BHMEURBRD01,470,319,11/18/2016 9:27
BHMEURBRD01,470,349,11/18/2016 10:01
BHMEURBRD01,470,368,11/18/2016 10:27
BHMEURBRD01,470,401,11/18/2016 11:01
BHMEURBRD01,470,408,11/18/2016 11:34
BHMEURBRD01,470,420,11/18/2016 12:01
BHMEURBRD01,470,419,11/18/2016 12:27
BHMEURBRD01,470,420,11/18/2016 13:01
BHMEURBRD01,470,411,11/18/2016 13:34
BHMEURBRD01,470,413,11/18/2016 14:01
BHMEURBRD01,470,404,11/18/2016 14:28
BHMEURBRD01,470,399,11/18/2016 15:01
BHMEURBRD01,470,387,11/18/2016 15:28
BHMEURBRD01,470,355,11/18/2016 16:01
BHMEURBRD01,470,333,11/18/2016 16:28
BHMEURBRD01,470,50,11/19/2016 7:57
BHMEURBRD01,470,52,11/19/2016 8:31
BHMEURBRD01,470,62,11/19/2016 8:57
BHMEURBRD01,470,69,11/19/2016 9:31
BHMEURBRD01,470,91,11/19/2016 10:04
BHMEURBRD01,470,107,11/19/2016 10:31
BHMEURBRD01,470,132,11/19/2016 10:58
BHMEURBRD01,470,146,11/19/2016 11:31
BHMEURBRD01,470,170,11/19/2016 12:04
BHMEURBRD01,470,178,11/19/2016 12:31
BHMEURBRD01,470,181,11/19/2016 13:04
BHMEURBRD01,470,196,11/19/2016 13:31
BHMEURBRD01,470,228,11/19/2016 14:04
BHMEURBRD01,470,240,11/19/2016 14:31
BHMEURBRD01,470,255,11/19/2016 15:04
BHMEURBRD01,470,255,11/19/2016 15:31
BHMEURBRD01,470,275,11/19/2016 16:04
BHMEURBRD01,470,275,11/19/2016 16:31
BHMEURBRD01,470,41,11/20/2016 8:01
BHMEURBRD01,470,42,11/20/2016 8:27
BHMEURBRD01,470,42,11/20/2016 9:01
BHMEURBRD01,470,43,11/20/2016 9:27
BHMEURBRD01,470,50,11/20/2016 10:01
BHMEURBRD01,470,67,11/20/2016 10:27
BHMEURBRD01,470,98,11/20/2016 11:01
BHMEURBRD01,470,105,11/20/2016 11:27
BHMEURBRD01,470,126,11/20/2016 12:01
BHMEURBRD01,470,135,11/20/2016 12:34
BHMEURBRD01,470,157,11/20/2016 13:07
BHMEURBRD01,470,171,11/20/2016 13:27
BHMEURBRD01,470,211,11/20/2016 14:01
BHMEURBRD01,470,235,11/20/2016 14:27
BHMEURBRD01,470,272,11/20/2016 15:01
BHMEURBRD01,470,291,11/20/2016 15:27
BHMEURBRD01,470,297,11/20/2016 16:01
BHMEURBRD01,470,289,11/20/2016 16:31
BHMEURBRD01,470,136,11/21/2016 8:04
BHMEURBRD01,470,197,11/21/2016 8:31
BHMEURBRD01,470,276,11/21/2016 9:04
BHMEURBRD01,470,306,11/21/2016 9:31
BHMEURBRD01,470,348,11/21/2016 10:04
BHMEURBRD01,470,367,11/21/2016 10:31
BHMEURBRD01,470,378,11/21/2016 11:04
BHMEURBRD01,470,384,11/21/2016 11:30
BHMEURBRD01,470,402,11/21/2016 11:57
BHMEURBRD01,470,404,11/21/2016 12:31
BHMEURBRD01,470,401,11/21/2016 12:57
BHMEURBRD01,470,404,11/21/2016 13:31
BHMEURBRD01,470,405,11/21/2016 14:04
BHMEURBRD01,470,396,11/21/2016 14:31
BHMEURBRD01,470,392,11/21/2016 14:57
BHMEURBRD01,470,375,11/21/2016 15:31
BHMEURBRD01,470,354,11/21/2016 15:57
BHMEURBRD01,470,323,11/21/2016 16:31
BHMEURBRD01,470,161,11/22/2016 7:57
BHMEURBRD01,470,240,11/22/2016 8:31
BHMEURBRD01,470,325,11/22/2016 9:04
BHMEURBRD01,470,370,11/22/2016 9:31
BHMEURBRD01,470,424,11/22/2016 10:04
BHMEURBRD01,470,444,11/22/2016 10:31
BHMEURBRD01,470,451,11/22/2016 11:04
BHMEURBRD01,470,463,11/22/2016 11:31
BHMEURBRD01,470,444,11/22/2016 12:04
BHMEURBRD01,470,461,11/22/2016 12:31
BHMEURBRD01,470,456,11/22/2016 12:57
BHMEURBRD01,470,461,11/22/2016 13:31
BHMEURBRD01,470,359,11/22/2016 13:57
BHMEURBRD01,470,350,11/22/2016 14:31
BHMEURBRD01,470,342,11/22/2016 14:57
BHMEURBRD01,470,329,11/22/2016 15:31
BHMEURBRD01,470,441,11/22/2016 15:57
BHMEURBRD01,470,387,11/22/2016 16:30
BHMEURBRD01,470,188,11/23/2016 8:04
BHMEURBRD01,470,247,11/23/2016 8:30
BHMEURBRD01,470,323,11/23/2016 8:57
BHMEURBRD01,470,380,11/23/2016 9:31
BHMEURBRD01,470,430,11/23/2016 10:04
BHMEURBRD01,470,447,11/23/2016 10:31
BHMEURBRD01,470,467,11/23/2016 11:04
BHMEURBRD01,470,447,11/23/2016 11:31
BHMEURBRD01,470,465,11/23/2016 11:57
BHMEURBRD01,470,461,11/23/2016 12:31
BHMEURBRD01,470,458,11/23/2016 13:04
BHMEURBRD01,470,469,11/23/2016 13:31
BHMEURBRD01,470,461,11/23/2016 13:57
BHMEURBRD01,470,450,11/23/2016 14:30
BHMEURBRD01,470,435,11/23/2016 15:04
BHMEURBRD01,470,401,11/23/2016 15:31
BHMEURBRD01,470,376,11/23/2016 16:04
BHMEURBRD01,470,341,11/23/2016 16:30
BHMEURBRD01,470,147,11/24/2016 8:00
BHMEURBRD01,470,208,11/24/2016 8:27
BHMEURBRD01,470,300,11/24/2016 9:00
BHMEURBRD01,470,349,11/24/2016 9:34
BHMEURBRD01,470,382,11/24/2016 10:01
BHMEURBRD01,470,398,11/24/2016 10:27
BHMEURBRD01,470,416,11/24/2016 11:00
BHMEURBRD01,470,428,11/24/2016 11:27
BHMEURBRD01,470,445,11/24/2016 12:00
BHMEURBRD01,470,451,11/24/2016 12:30
BHMEURBRD01,470,451,11/24/2016 13:04
BHMEURBRD01,470,453,11/24/2016 13:30
BHMEURBRD01,470,458,11/24/2016 13:57
BHMEURBRD01,470,441,11/24/2016 14:30
BHMEURBRD01,470,424,11/24/2016 14:57
BHMEURBRD01,470,404,11/24/2016 15:31
BHMEURBRD01,470,381,11/24/2016 15:57
BHMEURBRD01,470,345,11/24/2016 16:31
BHMEURBRD01,470,132,11/25/2016 8:00
BHMEURBRD01,470,132,11/25/2016 8:00
BHMEURBRD01,470,252,11/25/2016 9:00
BHMEURBRD01,470,286,11/25/2016 9:27
BHMEURBRD01,470,316,11/25/2016 10:00
BHMEURBRD01,470,328,11/25/2016 10:27
BHMEURBRD01,470,351,11/25/2016 11:00
BHMEURBRD01,470,356,11/25/2016 11:27
BHMEURBRD01,470,380,11/25/2016 12:00
BHMEURBRD01,470,385,11/25/2016 12:34
BHMEURBRD01,470,376,11/25/2016 13:00
BHMEURBRD01,470,373,11/25/2016 13:27
BHMEURBRD01,470,378,11/25/2016 14:00
BHMEURBRD01,470,378,11/25/2016 14:34
BHMEURBRD01,470,364,11/25/2016 15:00
BHMEURBRD01,470,360,11/25/2016 15:27
BHMEURBRD01,470,350,11/25/2016 16:00
BHMEURBRD01,470,317,11/25/2016 16:27
BHMEURBRD01,470,46,11/26/2016 8:01
BHMEURBRD01,470,53,11/26/2016 8:28
BHMEURBRD01,470,69,11/26/2016 9:01
BHMEURBRD01,470,71,11/26/2016 9:35
BHMEURBRD01,470,80,11/26/2016 10:01
BHMEURBRD01,470,96,11/26/2016 10:35
BHMEURBRD01,470,108,11/26/2016 11:01
BHMEURBRD01,470,113,11/26/2016 11:28
BHMEURBRD01,470,131,11/26/2016 12:01
BHMEURBRD01,470,158,11/26/2016 12:28
BHMEURBRD01,470,168,11/26/2016 13:01
BHMEURBRD01,470,184,11/26/2016 13:28
BHMEURBRD01,470,198,11/26/2016 14:01
BHMEURBRD01,470,214,11/26/2016 14:41
BHMEURBRD01,470,219,11/26/2016 15:01
BHMEURBRD01,470,230,11/26/2016 15:28
BHMEURBRD01,470,232,11/26/2016 16:01
BHMEURBRD01,470,228,11/26/2016 16:28
BHMEURBRD01,470,30,11/27/2016 8:02
BHMEURBRD01,470,28,11/27/2016 8:32
BHMEURBRD01,470,31,11/27/2016 9:02
BHMEURBRD01,470,33,11/27/2016 9:32
BHMEURBRD01,470,40,11/27/2016 10:01
BHMEURBRD01,470,57,11/27/2016 10:32
BHMEURBRD01,470,68,11/27/2016 11:01
BHMEURBRD01,470,75,11/27/2016 11:31
BHMEURBRD01,470,87,11/27/2016 12:01
BHMEURBRD01,470,105,11/27/2016 12:32
BHMEURBRD01,470,112,11/27/2016 13:08
BHMEURBRD01,470,126,11/27/2016 13:32
BHMEURBRD01,470,136,11/27/2016 14:02
BHMEURBRD01,470,153,11/27/2016 14:31
BHMEURBRD01,470,174,11/27/2016 15:01
BHMEURBRD01,470,195,11/27/2016 15:32
BHMEURBRD01,470,201,11/27/2016 16:01
BHMEURBRD01,470,227,11/27/2016 16:32
BHMEURBRD01,470,119,11/28/2016 8:01
BHMEURBRD01,470,180,11/28/2016 8:32
BHMEURBRD01,470,249,11/28/2016 9:02
BHMEURBRD01,470,301,11/28/2016 9:28
BHMEURBRD01,470,356,11/28/2016 10:01
BHMEURBRD01,470,377,11/28/2016 10:32
BHMEURBRD01,470,389,11/28/2016 11:01
BHMEURBRD01,470,399,11/28/2016 11:32
BHMEURBRD01,470,410,11/28/2016 12:01
BHMEURBRD01,470,418,11/28/2016 12:28
BHMEURBRD01,470,423,11/28/2016 13:02
BHMEURBRD01,470,424,11/28/2016 13:31
BHMEURBRD01,470,424,11/28/2016 14:02
BHMEURBRD01,470,417,11/28/2016 14:32
BHMEURBRD01,470,401,11/28/2016 15:02
BHMEURBRD01,470,385,11/28/2016 15:41
BHMEURBRD01,470,365,11/28/2016 16:02
BHMEURBRD01,470,328,11/28/2016 16:28
BHMEURBRD01,470,136,11/29/2016 7:55
BHMEURBRD01,470,200,11/29/2016 8:28
BHMEURBRD01,470,280,11/29/2016 9:02
BHMEURBRD01,470,333,11/29/2016 9:28
BHMEURBRD01,470,380,11/29/2016 10:01
BHMEURBRD01,470,405,11/29/2016 10:28
BHMEURBRD01,470,427,11/29/2016 11:01
BHMEURBRD01,470,438,11/29/2016 11:28
BHMEURBRD01,470,449,11/29/2016 11:55
BHMEURBRD01,470,462,11/29/2016 12:28
BHMEURBRD01,470,463,11/29/2016 13:02
BHMEURBRD01,470,458,11/29/2016 13:28
BHMEURBRD01,470,448,11/29/2016 14:01
BHMEURBRD01,470,433,11/29/2016 14:28
BHMEURBRD01,470,428,11/29/2016 14:55
BHMEURBRD01,470,398,11/29/2016 15:28
BHMEURBRD01,470,372,11/29/2016 16:02
BHMEURBRD01,470,337,11/29/2016 16:28
BHMEURBRD01,470,143,11/30/2016 8:02
BHMEURBRD01,470,204,11/30/2016 8:28
BHMEURBRD01,470,272,11/30/2016 9:01
BHMEURBRD01,470,320,11/30/2016 9:28
BHMEURBRD01,470,361,11/30/2016 10:01
BHMEURBRD01,470,385,11/30/2016 10:28
BHMEURBRD01,470,394,11/30/2016 10:55
BHMEURBRD01,470,401,11/30/2016 11:28
BHMEURBRD01,470,415,11/30/2016 12:01
BHMEURBRD01,470,422,11/30/2016 12:28
BHMEURBRD01,470,430,11/30/2016 13:01
BHMEURBRD01,470,434,11/30/2016 13:28
BHMEURBRD01,470,432,11/30/2016 14:01
BHMEURBRD01,470,429,11/30/2016 14:28
BHMEURBRD01,470,418,11/30/2016 15:01
BHMEURBRD01,470,403,11/30/2016 15:28
BHMEURBRD01,470,375,11/30/2016 16:01
BHMEURBRD01,470,353,11/30/2016 16:28
BHMEURBRD01,470,169,12/1/2016 8:05
BHMEURBRD01,470,216,12/1/2016 8:25
BHMEURBRD01,470,306,12/1/2016 8:58
BHMEURBRD01,470,382,12/1/2016 9:25
BHMEURBRD01,470,432,12/1/2016 9:58
BHMEURBRD01,470,455,12/1/2016 10:25
BHMEURBRD01,470,470,12/1/2016 10:58
BHMEURBRD01,470,466,12/1/2016 11:32
BHMEURBRD01,470,466,12/1/2016 11:58
BHMEURBRD01,470,468,12/1/2016 12:25
BHMEURBRD01,470,470,12/1/2016 12:58
BHMEURBRD01,470,460,12/1/2016 13:25
BHMEURBRD01,470,464,12/1/2016 13:58
BHMEURBRD01,470,465,12/1/2016 14:25
BHMEURBRD01,470,447,12/1/2016 14:58
BHMEURBRD01,470,434,12/1/2016 15:25
BHMEURBRD01,470,409,12/1/2016 15:58
BHMEURBRD01,470,357,12/1/2016 16:25
BHMEURBRD01,470,132,12/2/2016 7:55
BHMEURBRD01,470,205,12/2/2016 8:28
BHMEURBRD01,470,291,12/2/2016 9:01
BHMEURBRD01,470,330,12/2/2016 9:28
BHMEURBRD01,470,358,12/2/2016 10:02
BHMEURBRD01,470,377,12/2/2016 10:28
BHMEURBRD01,470,396,12/2/2016 11:01
BHMEURBRD01,470,407,12/2/2016 11:28
BHMEURBRD01,470,418,12/2/2016 12:01
BHMEURBRD01,470,419,12/2/2016 12:28
BHMEURBRD01,470,422,12/2/2016 12:58
BHMEURBRD01,470,426,12/2/2016 13:25
BHMEURBRD01,470,430,12/2/2016 13:58
BHMEURBRD01,470,405,12/2/2016 14:25
BHMEURBRD01,470,397,12/2/2016 14:58
BHMEURBRD01,470,380,12/2/2016 15:31
BHMEURBRD01,470,364,12/2/2016 15:58
BHMEURBRD01,470,329,12/2/2016 16:32
BHMEURBRD01,470,123,12/5/2016 8:02
BHMEURBRD01,470,192,12/5/2016 8:29
BHMEURBRD01,470,260,12/5/2016 9:02
BHMEURBRD01,470,305,12/5/2016 9:29
BHMEURBRD01,470,349,12/5/2016 10:03
BHMEURBRD01,470,370,12/5/2016 10:29
BHMEURBRD01,470,385,12/5/2016 11:02
BHMEURBRD01,470,399,12/5/2016 11:29
BHMEURBRD01,470,416,12/5/2016 11:56
BHMEURBRD01,470,422,12/5/2016 12:29
BHMEURBRD01,470,432,12/5/2016 13:02
BHMEURBRD01,470,436,12/5/2016 13:29
BHMEURBRD01,470,434,12/5/2016 14:02
BHMEURBRD01,470,426,12/5/2016 14:29
BHMEURBRD01,470,419,12/5/2016 15:02
BHMEURBRD01,470,395,12/5/2016 15:29
BHMEURBRD01,470,375,12/5/2016 16:02
BHMEURBRD01,470,342,12/5/2016 16:29
BHMEURBRD01,470,134,12/6/2016 7:56
BHMEURBRD01,470,209,12/6/2016 8:29
BHMEURBRD01,470,271,12/6/2016 8:56
BHMEURBRD01,470,328,12/6/2016 9:29
BHMEURBRD01,470,383,12/6/2016 10:02
BHMEURBRD01,470,412,12/6/2016 10:29
BHMEURBRD01,470,435,12/6/2016 11:02
BHMEURBRD01,470,444,12/6/2016 11:29
BHMEURBRD01,470,461,12/6/2016 11:56
BHMEURBRD01,470,453,12/6/2016 12:29
BHMEURBRD01,470,452,12/6/2016 12:56
BHMEURBRD01,470,446,12/6/2016 13:29
BHMEURBRD01,470,441,12/6/2016 14:02
BHMEURBRD01,470,419,12/6/2016 14:29
BHMEURBRD01,470,407,12/6/2016 15:02
BHMEURBRD01,470,376,12/6/2016 15:29
BHMEURBRD01,470,353,12/6/2016 16:02
BHMEURBRD01,470,325,12/6/2016 16:29
BHMEURBRD01,470,172,12/7/2016 7:59
BHMEURBRD01,470,243,12/7/2016 8:26
BHMEURBRD01,470,316,12/7/2016 8:55
BHMEURBRD01,470,374,12/7/2016 9:26
BHMEURBRD01,470,417,12/7/2016 9:59
BHMEURBRD01,470,445,12/7/2016 10:26
BHMEURBRD01,470,469,12/7/2016 10:59
BHMEURBRD01,470,465,12/7/2016 11:25
BHMEURBRD01,470,460,12/7/2016 11:59
BHMEURBRD01,470,458,12/7/2016 12:26
BHMEURBRD01,470,467,12/7/2016 12:59
BHMEURBRD01,470,455,12/7/2016 13:26
BHMEURBRD01,470,457,12/7/2016 13:59
BHMEURBRD01,470,448,12/7/2016 14:26
BHMEURBRD01,470,434,12/7/2016 14:59
BHMEURBRD01,470,414,12/7/2016 15:32
BHMEURBRD01,470,388,12/7/2016 15:59
BHMEURBRD01,470,353,12/7/2016 16:32
BHMEURBRD01,470,148,12/8/2016 7:59
BHMEURBRD01,470,204,12/8/2016 8:26
BHMEURBRD01,470,273,12/8/2016 8:59
BHMEURBRD01,470,315,12/8/2016 9:26
BHMEURBRD01,470,350,12/8/2016 9:59
BHMEURBRD01,470,384,12/8/2016 10:32
BHMEURBRD01,470,407,12/8/2016 10:59
BHMEURBRD01,470,418,12/8/2016 11:32
BHMEURBRD01,470,422,12/8/2016 11:59
BHMEURBRD01,470,425,12/8/2016 12:25
BHMEURBRD01,470,431,12/8/2016 12:59
BHMEURBRD01,470,432,12/8/2016 13:25
BHMEURBRD01,470,429,12/8/2016 13:59
BHMEURBRD01,470,421,12/8/2016 14:26
BHMEURBRD01,470,401,12/8/2016 14:59
BHMEURBRD01,470,396,12/8/2016 15:26
BHMEURBRD01,470,363,12/8/2016 15:59
BHMEURBRD01,470,321,12/8/2016 16:32
BHMEURBRD01,470,149,12/9/2016 8:02
BHMEURBRD01,470,219,12/9/2016 8:29
BHMEURBRD01,470,269,12/9/2016 8:55
BHMEURBRD01,470,300,12/9/2016 9:29
BHMEURBRD01,470,326,12/9/2016 9:55
BHMEURBRD01,470,342,12/9/2016 10:29
BHMEURBRD01,470,360,12/9/2016 10:56
BHMEURBRD01,470,371,12/9/2016 11:29
BHMEURBRD01,470,378,12/9/2016 11:56
BHMEURBRD01,470,381,12/9/2016 12:29
BHMEURBRD01,470,380,12/9/2016 13:02
BHMEURBRD01,470,378,12/9/2016 13:29
BHMEURBRD01,470,370,12/9/2016 14:02
BHMEURBRD01,470,359,12/9/2016 14:29
BHMEURBRD01,470,358,12/9/2016 14:56
BHMEURBRD01,470,349,12/9/2016 15:29
BHMEURBRD01,470,314,12/9/2016 16:02
BHMEURBRD01,470,289,12/9/2016 16:29
BHMEURBRD01,470,62,12/10/2016 7:59
BHMEURBRD01,470,64,12/10/2016 8:29
BHMEURBRD01,470,65,12/10/2016 9:02
BHMEURBRD01,470,64,12/10/2016 9:29
BHMEURBRD01,470,69,12/10/2016 9:55
BHMEURBRD01,470,72,12/10/2016 10:29
BHMEURBRD01,470,78,12/10/2016 11:02
BHMEURBRD01,470,93,12/10/2016 11:29
BHMEURBRD01,470,109,12/10/2016 12:02
BHMEURBRD01,470,109,12/10/2016 12:29
BHMEURBRD01,470,114,12/10/2016 12:55
BHMEURBRD01,470,132,12/10/2016 13:29
BHMEURBRD01,470,145,12/10/2016 13:56
BHMEURBRD01,470,147,12/10/2016 14:25
BHMEURBRD01,470,163,12/10/2016 15:02
BHMEURBRD01,470,178,12/10/2016 15:25
BHMEURBRD01,470,176,12/10/2016 15:59
BHMEURBRD01,470,182,12/10/2016 16:25
BHMEURBRD01,470,50,12/11/2016 8:02
BHMEURBRD01,470,52,12/11/2016 8:25
BHMEURBRD01,470,51,12/11/2016 8:59
BHMEURBRD01,470,53,12/11/2016 9:26
BHMEURBRD01,470,55,12/11/2016 9:59
BHMEURBRD01,470,63,12/11/2016 10:25
BHMEURBRD01,470,68,12/11/2016 10:59
BHMEURBRD01,470,82,12/11/2016 11:26
BHMEURBRD01,470,99,12/11/2016 11:59
BHMEURBRD01,470,102,12/11/2016 12:32
BHMEURBRD01,470,105,12/11/2016 13:05
BHMEURBRD01,470,115,12/11/2016 13:26
BHMEURBRD01,470,131,12/11/2016 13:59
BHMEURBRD01,470,155,12/11/2016 14:32
BHMEURBRD01,470,164,12/11/2016 14:59
BHMEURBRD01,470,168,12/11/2016 15:25
BHMEURBRD01,470,153,12/11/2016 15:59
BHMEURBRD01,470,166,12/11/2016 16:25
BHMEURBRD01,470,123,12/12/2016 8:02
BHMEURBRD01,470,182,12/12/2016 8:29
BHMEURBRD01,470,253,12/12/2016 9:02
BHMEURBRD01,470,297,12/12/2016 9:29
BHMEURBRD01,470,345,12/12/2016 10:02
BHMEURBRD01,470,356,12/12/2016 10:29
BHMEURBRD01,470,362,12/12/2016 11:02
BHMEURBRD01,470,371,12/12/2016 11:29
BHMEURBRD01,470,377,12/12/2016 11:55
BHMEURBRD01,470,385,12/12/2016 12:29
BHMEURBRD01,470,383,12/12/2016 12:56
BHMEURBRD01,470,391,12/12/2016 13:29
BHMEURBRD01,470,383,12/12/2016 14:02
BHMEURBRD01,470,381,12/12/2016 14:29
BHMEURBRD01,470,368,12/12/2016 14:55
BHMEURBRD01,470,355,12/12/2016 15:29
BHMEURBRD01,470,336,12/12/2016 15:56
BHMEURBRD01,470,309,12/12/2016 16:29
BHMEURBRD01,470,154,12/13/2016 8:02
BHMEURBRD01,470,207,12/13/2016 8:29
BHMEURBRD01,470,293,12/13/2016 9:02
BHMEURBRD01,470,337,12/13/2016 9:29
BHMEURBRD01,470,372,12/13/2016 9:55
BHMEURBRD01,470,391,12/13/2016 10:29
BHMEURBRD01,470,412,12/13/2016 11:02
BHMEURBRD01,470,427,12/13/2016 11:29
BHMEURBRD01,470,445,12/13/2016 12:02
BHMEURBRD01,470,447,12/13/2016 12:29
BHMEURBRD01,470,445,12/13/2016 13:02
BHMEURBRD01,470,440,12/13/2016 13:55
BHMEURBRD01,470,437,12/13/2016 14:29
BHMEURBRD01,470,421,12/13/2016 14:56
BHMEURBRD01,470,408,12/13/2016 15:28
BHMEURBRD01,470,385,12/13/2016 16:02
BHMEURBRD01,470,356,12/13/2016 16:29
BHMEURBRD01,470,177,12/14/2016 8:03
BHMEURBRD01,470,256,12/14/2016 8:43
BHMEURBRD01,470,320,12/14/2016 9:03
BHMEURBRD01,470,376,12/14/2016 9:29
BHMEURBRD01,470,408,12/14/2016 10:02
BHMEURBRD01,470,435,12/14/2016 10:30
BHMEURBRD01,470,469,12/14/2016 11:30
BHMEURBRD01,470,438,12/14/2016 12:02
BHMEURBRD01,470,440,12/14/2016 12:30
BHMEURBRD01,470,442,12/14/2016 13:03
BHMEURBRD01,470,444,12/14/2016 13:29
BHMEURBRD01,470,450,12/14/2016 14:03
BHMEURBRD01,470,437,12/14/2016 14:30
BHMEURBRD01,470,427,12/14/2016 14:56
BHMEURBRD01,470,414,12/14/2016 15:30
BHMEURBRD01,470,398,12/14/2016 15:56
BHMEURBRD01,470,361,12/14/2016 16:30
BHMEURBRD01,470,127,12/15/2016 7:57
BHMEURBRD01,470,196,12/15/2016 8:30
BHMEURBRD01,470,290,12/15/2016 9:03
BHMEURBRD01,470,318,12/15/2016 9:30
BHMEURBRD01,470,354,12/15/2016 9:57
BHMEURBRD01,470,384,12/15/2016 10:30
BHMEURBRD01,470,410,12/15/2016 11:03
BHMEURBRD01,470,418,12/15/2016 11:26
BHMEURBRD01,470,430,12/15/2016 12:00
BHMEURBRD01,470,432,12/15/2016 12:26
BHMEURBRD01,470,427,12/15/2016 13:00
BHMEURBRD01,470,434,12/15/2016 13:26
BHMEURBRD01,470,433,12/15/2016 14:00
BHMEURBRD01,470,428,12/15/2016 14:26
BHMEURBRD01,470,402,12/15/2016 15:00
BHMEURBRD01,470,388,12/15/2016 15:26
BHMEURBRD01,470,366,12/15/2016 16:03
BHMEURBRD01,470,343,12/15/2016 16:30
BHMEURBRD01,470,138,12/16/2016 7:59
BHMEURBRD01,470,200,12/16/2016 8:30
BHMEURBRD01,470,257,12/16/2016 9:03
BHMEURBRD01,470,285,12/16/2016 9:30
BHMEURBRD01,470,311,12/16/2016 10:03
BHMEURBRD01,470,321,12/16/2016 10:29
BHMEURBRD01,470,343,12/16/2016 11:03
BHMEURBRD01,470,351,12/16/2016 11:30
BHMEURBRD01,470,361,12/16/2016 11:56
BHMEURBRD01,470,357,12/16/2016 12:30
BHMEURBRD01,470,356,12/16/2016 12:56
BHMEURBRD01,470,365,12/16/2016 13:30
BHMEURBRD01,470,369,12/16/2016 13:56
BHMEURBRD01,470,375,12/16/2016 14:30
BHMEURBRD01,470,371,12/16/2016 14:56
BHMEURBRD01,470,360,12/16/2016 15:30
BHMEURBRD01,470,323,12/16/2016 16:03
BHMEURBRD01,470,310,12/16/2016 16:30
BHMEURBRD01,470,51,12/17/2016 7:59
BHMEURBRD01,470,56,12/17/2016 8:26
BHMEURBRD01,470,65,12/17/2016 9:00
BHMEURBRD01,470,66,12/17/2016 9:26
BHMEURBRD01,470,76,12/17/2016 9:59
BHMEURBRD01,470,101,12/17/2016 10:33
BHMEURBRD01,470,129,12/17/2016 11:00
BHMEURBRD01,470,139,12/17/2016 11:33
BHMEURBRD01,470,156,12/17/2016 12:00
BHMEURBRD01,470,160,12/17/2016 12:26
BHMEURBRD01,470,175,12/17/2016 13:00
BHMEURBRD01,470,183,12/17/2016 13:27
BHMEURBRD01,470,209,12/17/2016 14:00
BHMEURBRD01,470,235,12/17/2016 14:30
BHMEURBRD01,470,245,12/17/2016 15:03
BHMEURBRD01,470,247,12/17/2016 15:30
BHMEURBRD01,470,263,12/17/2016 15:57
BHMEURBRD01,470,276,12/17/2016 16:30
BHMEURBRD01,470,83,12/18/2016 8:03
BHMEURBRD01,470,62,12/18/2016 8:30
BHMEURBRD01,470,63,12/18/2016 8:56
BHMEURBRD01,470,73,12/18/2016 9:30
BHMEURBRD01,470,78,12/18/2016 9:56
BHMEURBRD01,470,99,12/18/2016 10:30
BHMEURBRD01,470,143,12/18/2016 11:03
BHMEURBRD01,470,141,12/18/2016 11:30
BHMEURBRD01,470,145,12/18/2016 12:03
BHMEURBRD01,470,142,12/18/2016 12:30
BHMEURBRD01,470,155,12/18/2016 12:56
BHMEURBRD01,470,175,12/18/2016 13:30
BHMEURBRD01,470,212,12/18/2016 14:03
BHMEURBRD01,470,227,12/18/2016 14:30
BHMEURBRD01,470,234,12/18/2016 14:56
BHMEURBRD01,470,258,12/18/2016 15:30
BHMEURBRD01,470,281,12/18/2016 16:03
BHMEURBRD01,470,299,12/18/2016 16:30
BHMEURBRD01,470,134,12/19/2016 8:03
BHMEURBRD01,470,215,12/19/2016 8:30
BHMEURBRD01,470,275,12/19/2016 9:03
BHMEURBRD01,470,299,12/19/2016 9:30
BHMEURBRD01,470,324,12/19/2016 9:56
BHMEURBRD01,470,342,12/19/2016 10:30
BHMEURBRD01,470,375,12/19/2016 11:03
BHMEURBRD01,470,387,12/19/2016 11:30
BHMEURBRD01,470,409,12/19/2016 12:03
BHMEURBRD01,470,413,12/19/2016 12:30
BHMEURBRD01,470,425,12/19/2016 13:03
BHMEURBRD01,470,442,12/19/2016 13:30
BHMEURBRD01,470,443,12/19/2016 14:03
BHMEURBRD01,470,443,12/19/2016 14:30
BHMEURBRD01,470,432,12/19/2016 15:03
BHMEURBRD01,470,419,12/19/2016 15:29
BHMEURBRD01,470,405,12/19/2016 16:03
BHMEURBRD01,470,373,12/19/2016 16:30
BHMEURBRD02,220,61,10/4/2016 7:59
BHMEURBRD02,220,95,10/4/2016 8:25
BHMEURBRD02,220,146,10/4/2016 8:59
BHMEURBRD02,220,179,10/4/2016 9:32
BHMEURBRD02,220,203,10/4/2016 9:59
BHMEURBRD02,220,212,10/4/2016 10:26
BHMEURBRD02,220,217,10/4/2016 10:59
BHMEURBRD02,220,208,10/4/2016 11:25
BHMEURBRD02,220,217,10/4/2016 11:59
BHMEURBRD02,220,219,10/4/2016 12:29
BHMEURBRD02,220,202,10/4/2016 13:02
BHMEURBRD02,220,198,10/4/2016 13:29
BHMEURBRD02,220,193,10/4/2016 14:02
BHMEURBRD02,220,188,10/4/2016 14:29
BHMEURBRD02,220,180,10/4/2016 14:57
BHMEURBRD02,220,170,10/4/2016 15:30
BHMEURBRD02,220,158,10/4/2016 16:04
BHMEURBRD02,220,141,10/4/2016 16:31
